name,info
안동시내코스 귀래정,"분 류 : 누(정).각
지 정 : 경상북도민속자료 제17호
지정일 : 1985. 8. 5
규 모 : 정면 2칸, 측면 2칸, 배면 4칸의 T자형 팔작지붕
고성 이씨 안동 입향조 이증의 둘째 아들인 낙포 이굉이 지은 정자이다. 공은 25세에 진사, 40세에 문과에 급제하여 사헌부 지평, 상주목사, 개성유수 등 직을 지내다 갑자사화에 연루되어 귀양을 가기도 했다. 중종 8년(1513) 벼슬에서 물러나 안동으로 퇴거하여 부성 건너편 낙동강이 합수되는 경승지에 정자를 짓고 도연명의 [귀거래사] 글 뜻과 너무나 흡사해 그것으로 정자의 명칭을 삼았다 한다.
이중환(李重煥)의 『택리지(擇里誌)』에는 안동의 수 많은 정자 가운데 귀래정(歸來亭), 임청각(臨淸閣), 군자정(君子亭), 하회의 옥연정(玉淵亭)을 으뜸으로 꼭고 있다. 이곳에는 주인을 비롯해 농암 이현보, 송재 이우, 택당 이식, 백사 윤훤 선생 등 30여 명의 시판이 걸려 있다.
- 형태/방법/업적
누하부는 목주를 받쳤으며 온돌방의 아궁이가 마련되어 있다. 규모가 작고 꾸밈새가 검박하나 전면에 큰 누마루를 두어 그런대로 별당으로서의 여유와 운치가 있는 집이다. 원래 넓직한 후원터에 담장돌림 없이 산전에 위치해 있었는데 산과의 공간적 단절이 없이 그대로 산록의 연장처라고 볼 수 있는 위치였으며 별당중에서도 매우 여유있는 배치형식을 보이는 예였다고 하겠다.
주소 안동시 옹정골길 19-8 
구분 안동시내코스

"
안동시내코스 태사묘,"분 류 : 사묘, 제단
지 정 : 경상북도기념물 15호
지정일 : 1974. 12. 10
소재지 : 안동시 북문동 24-1
시 대 : 조선시대
소유자 : 태사묘 관리 위원회
규 모 : 4,035㎡

이 건물은 고려 건국에 공을 세운 삼태사 김선평, 권행, 장정필의 위패를 봉안하고 있는재사이다. 「태사묘사실기년(太師廟事實紀年)」에 의하면 983년(고여 성종 2)에 처음으로 삼공신의 제사를 안동부사(安東府司)에서 거행하였다 한다.
1481년(성종 2)에 관찰사 김자행이 묘우를 세우는 터전을 마련했고 이어서 1540년(中宗 35) 안동부사 김광철(金光轍)이 현 위치에 묘를 건립하였으며, 1613년(광해군 5)에는 규모를 확대 개건하고 그 이름을 비로소 태사묘(太師廟)라 개칭하였다고 한다.
그 후에도 혹은 증축하고 수리하며 제도를 보완하여 왔으나 6·25동란 중에 전면 소실된 것을 1952년 재건에 착수, 1958년 9월에 완공되어 현재는 보물각과 숭보당, 동서재, 경모루, 안묘, 차전각 등이 있다. 묘정에는 삼공신비가 세워져 있다. 보물각내에는 3공신의 유물이 보존되어 있다.
정면5칸, 측면2칸, 팔작지붕와가로 자연석 기단위에 자연석 주초를 놓고 그 위에 각주를 세웠다.
우물마루 상부는 5량가로 비교적 건실한 수법을 사용했고 주두에 대들보 놓고 동자기둥을 세웠고 동자주두에 걸친 종보위 마루대에 포대공 끼워 장식하고 있다.
대청(정면3칸,측면2칸)을 중심으로 해서 좌우에 통칸온돌방이 드리워져 있다. 장방형의 ′ㄷ′자형 집이다.
몸채는 1987년 보수 때 발견된 1736년(영조 12)의 상량문에 의하면 본래 능료사의 한 전각이었는데, 풍산류씨의 재사로 인수하여 1558년(명종 13)에 중수하고 1622년(광해군 14)에 보수하였다고 한다. 앙서로 된 이익공식이고 후면에서는 초익공식인데 그 양식이 고격을 지니고 있어 주목된다.
대표번호 054-852-1969 
주소 안동시 태사길 13 
구분 안동시내코스
웹사이트 http://www.tsm3.or.kr

"
안동시내코스 안동동부동오층전탑,"이 탑은 통일신라시대의 전탑으로 높이가 8.35m이다. 이 곳은 옛 법림사라고 전하는데, 근처에 있는 당간지주가 옛 절터임을 뒷받침해 주고 있다. 탑신부는 길이 27.5m, 너비 12.5cm, 두께 6cm의 무문전을 사용하여 5층으로 쌓았으나 원래는 7층이었으며, 금동제의 상륜부가 있었다. 각층에는 감실형태가 설치되었고, 특히 2층 남면에는 인왕상2구를 조각한 화강암 판석이 설치되었다.

규모
- 높이 8.35m, 기단폭 3.65m (벽돌 길이 27.5cm, 너비 12.5cm)

시대구분
- 통일신라시대

형태/방법/업적
- 한국전쟁때 일부 파괴되었던 것을 1962년에 현재의 모습으로 복원하였다.

문화재 지정여부
- 보물 제 56호(1963년 1월 21일)

참고 자료
- 문화재관리국문화재연구소,1991,문화재안내문안집,p.1-2
주소 안동시 운흥동 231 
구분 안동시내코스

"
안동시내코스 고성이씨 탑동파 종택,"자원설명
분 류 : 가옥
지 정 : 중요민속자료 제185호 (1984. 1. 10)
소재지 : 안동시 법흥동 9-2
시 대 : 조선시대
소유자 : 이찬형
이 건물은 소유자의 11대조로 조선 숙종때 좌승지로 증직된 이후식(李後植)(1635∼1765)이 안채를 건축하고 이어서 짓다만 사랑채와 대청(永慕堂)을 그의 손자 원미(元美)(1690∼1765)대에 완성한 가옥이다. 대청의 북쪽에 거리를 두고 배치되어 있는 북정(北亭)은 7대조인 진사 이종주(李宗周)가 1775년(영조(英祖) 51)에 건립하였다.
영남산의 동쪽 기슭에 좁은 계류를 끼고 넓직히 동남향으로 자리잡았다. 솟을삼문을 지나있는 사랑마당에는 연못이 있고 건너에는 대청이 높게 자리잡았고, 연못 동쪽에는 사랑채가 있으며 그 곁에 ㅂ자평면으로 구성된 안채가 있다. 안채의 동쪽에는 3칸 사당이 있고, 대청 북쪽 좀 떨어진 숲속의 계류옆에 북정이 서 있다. 대청은 정면 3칸, 측면 2칸으로 정면의 좌측 2칸은 큰 마루방이고 우측 1칸은 1칸반 온돌방 뒤에 반칸 골방을 두었으며, 전·후면과 서측면에는 길게 동마루를 달아 내외부 공간을 연결하였다. 방과 마루방의 창문틀에는 가운데설주가 서 있으며, 마루방에는 큰 범살문을 달아서 바깥으로 들어 열게하였다. 마루방은 연등천장으로 5량가인데 종보 위에 제형판대공을 세웠다.
사랑채는 정면과 측면이 2칸으로 서쪽에 2칸 크기 마루방이 있고 동쪽에 온돌방 두칸이 앞뒤로 놓였다. 마루방 주위와 남쪽 온돌방 앞까지 동마루를 깔고 난간을 돌렸는데 마루방 북쪽과 남쪽 온돌 앞 동마루 끝에 계단을 쌓았다. 마루방과 온돌방의 살창문은 영쌍창이고, 5량가인데 충여 위에 첨차와 초각한 대공을 놓아 외기틀을 올리고 눈섭천장을 꾸몄다.
안채는 정면 8칸 측면 6칸으로 경사지의 높은 자연석 축대 위에 앉은 서산각지붕집이다. 중문간을 들어서면 방형의 안마당에 이르는데 정면 기단 위에 마당폭 가득히 4×2칸의 큰 안대청이 자리잡았으며 방주에 5량가로 동자주대공을 세웠다. 대청 우측에는 직교하여 골방과 안방이 도합 4칸 길이로 마당쪽을 향하여 늘어섰고 그 앞에 부엌을 2칸 더 달아내어 중문간채에 관입되었다. 대청 좌측에는 2칸통 서녁방을 두고 그 앞으로 누다락집으로 3칸을 뻗어 중문간채에 접하였는데 루하에는 통래간과 헛간 2칸을, 루상에는 3칸의 긴 고방을 두었다. 중문간의 좌측에는 방과 부엌에 고방 2칸이 배치되었고, 우측은 관입된 안방부엌 오른쪽으로 봉당 1칸과 부엌방 1칸을 두어 중문간채가 우측으로 2칸 연장 돌출되었다. 이것과 대칭으로 안방과 뒤쪽 골방 오른쪽으로도 마루방과 동녘방을 돌출시켰는데 이들 단부를 사주문과 토담으로 연결하여 장방형의 내밀한 살림마당을 구성하고 한구석에 장독대를 꾸몄다. 안채 대청 뒷벽의 널청문과 안방 등의 살창문도 대부분이 영쌍창으로 되어 있다. 이 집은 숲이 우거진 야산과 계류 등 자연환경과 연못과 건축을 잘 조화시킨 사대부 저택으로 독특한 구조수법과 전통양식을 간직하고 있다.
대표번호 054-859-1149 
주소 안동시 임청각길 103 
구분 안동시내코스
요금 고가옥전통체험가능

"
안동시내코스 안동 임청각,"자원설명
분 류 : 건물
지 정 : 보물 182호 (1963. 1. 21)
시 대 : 조선시대
이 건물은 세종 때 좌의정을 역임한 이원(李原)의 여섯째 아들 영산현감 이중공이 안동 산수의아름다움을 좋아하여 이거하여 그의 셋째 아들 형조좌랑 이명이 건축한 조선 중기의 별당형 정자이다. 목조건물로는 봉정사 극락전과 함께 임진왜란을 겪어 온 오래된 건물이다.
대청에 걸려있는 임청각의 현판은 퇴계 선생 친필로 알려져 있다.
丁자형의 누각으로 된 별당건축이다. 정면 2칸에 측면도 2칸인 대청이며 남향으로 세웠다.
그 서쪽에 연접해서 丁자형으로 온돌방을 부설했는데 그 내부는 4개의 방으로 구분되어 있다. 건물의 주위에는 쪽마루를 돌려서 난간을 세웠다.
온돌방의 한부분은 각주를 세워 굴도리를 얹은 간단한 구조로 홑처마로 구성하였다.
그러나 대청은 원주를 사용하고 그 위에 이익공계통의 공포와 그 사이에 화반을 1개씩 배치하였으며 겹처마로 만들었다.
공포는 건물의 외면에서는 쇠서의 형태를 갖추지 않고 간소하게 초공으로 꾸며져 있다. 벽은 회벽을 치고 대청 주위에는 판문을, 온돌방에는 빗살문을 달아 놓았다.
처음에는 대청전체에 단청을 하였던 것 같으나 현재는 내부에서만 그 흔적을 찾을 수 있다.
대청의 대들보 위에 얹은 대공은 접시받침과 첨차 및 초각반을 갖춘 동자주 형식이며, 종량위에는 상부에 첨차가 가로 낀 제형대공이다.
종량을 길게한 3분변작법을 채택하여 지붕의 합각부분이 큰 면적을 차지하게 되었다.
임청각 서쪽에 위치한 본채는 양지바른 산기슭에 자리잡았는데 총 50칸을 넘는다.
전면 아래서부터 동서 길이 12칸의 행랑채와 그 후면에 다시 같은 길이를 이룬 두채가 병행되는데 제일 뒤 건물의 중앙에 대청을 두었으며 그 전면 좌우에는 앞뒤채를 연결하는 방이 있어서 안마당은 세구역으로 구분되었다.
서단은 다락방으로 남북을 연결하였으며 이들은 곳간으로 사용되고 부엌도 이쪽편에 위치하였다. 지붕은 모두 홑처마이고 맞배지붕들인데 대청은 소슬지붕이다. 방주를 사용한 납도리집이나 안채와 대청은 굴도리집이다. 건축양식상으로는 대청의 가구재로서 포대공이 눈에 띤다. 대청의 규모는 3칸×4칸인데 전면에 퇴가 달렸다.
대표번호 054-859-0025 
주소 안동시 임청각길 63 
구분 안동시내코스
웹사이트 http://www.imcheonggak.com

"
안동시내코스 영호루,"오래전부터 안동의 영호루는 경남 밀양의 영남루(嶺南樓), 진주의 촉석루(矗石樓), 전북 남원의 광한루(廣寒樓)와 함께 한수(漢水) 이남의 대표적인 누각으로 불리어져 왔다.
창건에 관한 문헌이 없어, 언제 누구에 의하여 건립되었는지 잘 알 수는 없으나 천여년 동안 그 이름이 전통의 웅부안동(雄府安東)과 함께 하고 있다.
영가지(永嘉誌)에 의하면 고려 공민왕(恭愍王) 10년, 홍건적의 난이 일어나서 왕이 이 곳 복주(福州)로 백관을 거느리고 피난하였다고 한다. 왕은 피난중의 적적한 마음을 달래기 위하여, 자주 남문밖에 우뚝 서 있는 영호루를 찾았고, 때로는 누각 밑 강물에 배를 띄우기도 하였으며, 사장에서 활쏘기경기도 하였다고 한다. 난리가 평정되어 환궁한 왕은 복주를 대도호부(大都護府)로 승격시키고 영호루를 잊지 못하여 친필로 한 映湖樓 3자가 쓰인 금자현판(金子懸板)을 보내어 누각에 달게 하였다고 한다.
그후 조선중기 명종(明宗) 2년 (1547년)의 대수(大水)로 누각은 유실(流失)되었으나 현판만은 김해(金海)까지 떠내려가서 발견되어 6년후인 1552년에 안동부사(安東府使) 안한준(安漢俊)이 중창(重創)하였으며, 영조(英祖) 51년(1775년)에 다시 홍수로 유실되어 부사 신맹빈(申孟彬)에 의하여 중건되었다.
주소 안동시 강남로 187-5 
구분 안동시내코스

"
안동시내코스 전통문화콘텐츠박물관,"유물 없이 디지털콘텐츠로만 채워진 국내 최초의 박물관
전통문화콘텐츠박물관은 유물 없이 디지털 콘텐츠(디지털 유물)로만 채워진 국내최초의 박물관이다. 차세대 성장동력인 CT기술을 통해 과거의 전통이 현대적 감각으로 재현되고, 기존 박물관의 전시물, 설명문안, 그림 등에서 볼 수 없었던 그 내면의 가치관, 생활양식, 원리를 보고 느끼며 체험할 수 있다.
RFID(전자태그, 무선식별시스템)카드를 통하여 관람객에게 개인화된 서비스를 제공함으로써 박물관 전시, 관람 및 안내 시스템의 맞춤형서비스를 실현하고 있으며, 유형의 유물 관람을 넘어 전통문화와 정신을 체험하며 느낄 수 있는 박물관, 이야기가 있고, 새로운 이야기가 만들어지는 박물관으로서 박물관 전시의 새로운 기준을 제시하고 있다. 박물관 내에는 전통민요와 상여소리, 구수한 안동사투리를 들을 수 있는 ‘클릭 옛소리’와 도산서원, 태사묘 하회마을 유물각의 유물들을 가상으로 체험할 수 있는 ‘가상유물체험전’, 안동지역의 전설, 신화, 민담을 들려주는 ‘주니어 옛이야기 톡톡’, 전통승경도 놀이를 현대적으로 재구성하여 천자문, 동몽선습, 소학, 사서삼경 등의 교육적 내용을 온 가족이 즐겁게 체험할 수 있는 ‘장원급제 놀이’, 도산서원의 장판각과 태사묘 유물 등에서 추출된 문양 등 130종의 목판 탁본을 디지털로 체험할 수 있는 ‘유물장판각’, 하회탈춤을 배우고 직접 탈춤을 체험하며 콘텐츠를 만드는 ‘하회탈춤 UCC’ 등의 다양한 쌍방향 체험을 통하여 안동의 역사와 전통 문화를 배울 수 있다. 특히 4D입체영상관에서는 후삼국시대 안동지역에서 왕건과 견훤 사이에 일어난 전투인 ‘고창전투’, 조건 없는 모성애를 담은 고 권정생선생의 ‘엄마까투리’, 450년 전 애절한 부부애를 담은 ‘미투리’상영을 통하여 우리민족의 정신문화와 안동의 문화를 체험할 수 있는 콘텐츠로 많은 관심을 받고 있다.

안동시가 2004년부터 추진하여 4년여의 준비 기간을 거쳐 2007년 7월 26일 5시 준공한 이 박물관은 안동시 동문로 74 문화공원 내 전체 면적 1,700㎡ 규모의 시설로, 80석 규모의 4D 영상관과 대기공간, 체험전시실인 제1전시실, 기획전시실인 제2전시실을 포함하여, 사료실, 수장고 등으로 이루어져 있다.
안동의 전통문화가 유물이나 유적과 같은 유형의 문화재 보다는 하회탈춤, 차전놀이, 유교적 전통 등 무형의 가치에 대한 비중이 높은 것을 생각해보면, 박물관의 구조가 유물 중심의 박물관과는 다른 것이 설득력 있게 느껴진다.
대표번호 054-840-6511 
주소 안동시 서동문로 203 
구분 안동시내코스
요금 일반 3,000원(2,500원). 노인(65세이상)은 무료
이용시간 09:00~18:00
주차여부 유

"
안동시내코스 안동물문화관,"안동물문화관은 수자원의 개발, 이용, 관리에 대한 이해와 수자원에 대한 관심과 흥미를 유발시키는 체험 학습 공간으로 지역의 특성과 주변 환경 요소 및 자연 생태 보존과 물 문화에 대한 인식을 제고하기 위해 2007년 5월 4일 안동시 성곡동에 건립되었다.
전시 규모는 528.8㎡이며 로비가 122.3㎡, 댐과 생태관이 198.3㎡, 물문화와 역사관이 129㎡, 영상실이 79.3㎡이다. 1층에 위치한 로비에는 인포메이션과 물 교감 조형물이 설치되어 있다. 댐과 생태관에는 안동댐과 임하댐의 건설 과정 및 특징, 댐이 하는 일, 물과 관련된 일을 하는 사람들의 모습과 안동호의 생태계를 소개하고 있다.
2층에 위치한 물문화와 역사관에는 물과 관련된 안동의 이야기 및 선인들의 풍류, 안동에서 발생한 홍수 등을 소개하고 댐을 건설하면서 수몰된 마을의 모습과 이주민의 생활상을 조명하고 있다. 특히 수몰된 마을의 모습에서는 수몰 이주민들의 추억과 애환에 대해서 공감할 수 있고 우리 조상들의 옛 멋과 풍류도 직·간접적으로 느껴볼 수 있는 장소이다. 영상실에서는 안동 지역의 물과 함께 하는 즐거운 영상여행을 상영하고 있다.
또한 안동물문화관과 함께 조성된 인근의 강변공원에는 다종의 수목을 심고 전통 정자와 바닥분수를 설치하여 새로운 시민 문화 휴식 공간이 되고 있으며, 안동댐 일대와 월영교를 조망할 수 있는 전망대는 호반 안동의 아름다움을 한 눈에 볼 수 있다.
대표번호 054-859-1257 
주소 안동시 석주로 202 
구분 안동시내코스
요금 무료관람
이용시간 10:00~18:00
주차여부 유

"
안동시내코스 안동소주박물관,"안동소주 박물관내에는 안동소주 박물관, 전통음식 박물관, 소주를 직접 만들어 보는 체험장, 그리고 맛을 보는 시음장으로 구분되어 있으며 총 660여점을 소장, 전시하고 있습니다.
안동소주 박물관은 안동소주의 제조과정을 표현하기 위하여 술의 역사와 계보 및 한국 무형문화재 민속주의 종류와 그 현주소를 밝히고 안동소주 양조에 필요한 모든 도구, 과정, 생산 또는 의례 접대까지도 입체적으로 표현되어 있다.
전통음식박물관은 각종 전통음식, 술과 관련된 음식과 주 안상을 다양하게 전새해 놓았다. 전, 과자, 떡 등 각가지 모양과 색으로 만든 음식들, 관혼상제에 쓰이는 상차리는 법, 수라상, 여왕 생일상 등 여러 가지의 음식들이 전시되어 있다.
대표번호 054-858-4541 
주소 안동시 강남로 71-1 
구분 안동시내코스
요금 무료관람
이용시간 09:00~18:00
주차여부 유
웹사이트 http://www.andongsoju.net

"
안동시내코스 안동민속박물관,"안동민속박물관은 안동문화권의 민속문화 전반에 대한 수집, 조사, 연구, 보존, 전시를 통하여 시민 및 관람객들에게 전통문화에 대한 올바른 이해를 돕고, 지역민들을 대상으로 사회교육, 전통문화 체험교육 기회 및 보다 나은 삶을 영위하기 위한 시민 휴식 공간을 제공하기 위하여 설립되었다.
안동민속박물관은 총 171,630㎡의 부지 내 옥내박물관과 야외박물관으로 구성되어져 있다. 옥내박물관은 안동문화권의 대표적인 유교문화 중에서 관혼상제를 중심으로 사람이 태어나서 죽을 때까지 거치는 과정인 평생의례, 상층계급과 서민들의 생활문화인 의·식·주 등의 생활문화와 지역의 민속놀이 등 생활풍습을 재현·전시하고 있으며 야외 박물관에는 보물로 지정된 석빙고를 비롯하여 전통 고가옥 등 17점의 건축자료들을 이건·전시하고 있다.
안동민속박물관 주변에는 월영교, 호반나들이길, 안동댐, KBS드라마촬영장, 구름에 리조트 등이 위치하고 있어 안동의 주요한 관광자원으로 주목 받고 있다.
대표번호 054-821-0649 
주소 안동시 민속촌길 13 
구분 안동시내코스
요금 어른 1,000원 ,청소년, 군경, 어린이 300원 등
이용시간 09:00~18:00
주차여부 유
웹사이트 https://www.andong.go.kr/fm/main.do

"
안동시내코스 법흥사지7층전탑,"1487년에 개축되었으며 원형이 보존된 한국 최고(最古)의 전탑이다. 이 탑은 국내에서 가장 크고 오래된 통일신라시대 칠층전탑. 판석 조각의 수법은 시대가 동일하지 않고 탑신부는 무늬 없는 회색 벽돌로 축조되었고, 옥개 상면에는 곳곳에 기와를 입혔던 흔적이 남아 있으며 상륜부는 노반(露盤)만 남아 있는데 원래는 금동제(金銅製) 상륜이 있었다고 한다.
- 유래
이 일대의 지명을 법흥리라 부르고 있는 것으로 미루어 통일신라시대에 창건되었다는 법흥사(法興寺)에 세워진 전탑으로 추정된다.

형태/방법/업적
기단은 방형(方形)으로, 지상에 8부신중(八部神衆)을 양각해서 동·남·북 3면에 각 6장씩 세우고 초층 옥신 밑면의 공간은 원분(圓墳) 모양으로 이루어졌으며 정면 계단은 단층기단 형식이다. 또한 8개의 계단 위에는 높이 90cm, 너비 54cm의 감실(龕室)이 있다.

문화재 지정여부
. 국보 16호(1962년 12월 20일)

관련 인물 및 유적
. 금동제< 金銅製 > 상륜부< 相輪部 >가 있었던 것으로 추정되나 지금은 없어졌다.

참고 자료
. 문화재관리국문화재연구소,1991,문화재안내문안집,p.1
주소 안동시 법흥동 8-1 
구분 안동시내코스
주차여부 유

"
안동시내코스 월영교,"이 명칭은 시민의 의견을 모아 댐건설로 수몰된 월영대가 이곳으로 온 인연과 월곡면, 음달골이라는 지명을 참고로 확정되었다. 낙동강을 감싸듯 하는 산세와 댐으로 이루어진 울타리 같은 지형은 밤하늘에 뜬 달을 마음속에 파고 들게 한다.
천공으로부터 내려온 달을 강물에 띄운 채 가슴에 파고든 아린 달 빛은 잊혀진 꿈을 일깨우고 다시 호수의 달빛이 되어 아름다운 기억으로 남아 있으려 한다. 월영교는 이런 자연풍광을 드러내는 조형물이지만, 그보다 이 지역에 살았던 이응태부부의 아름답고 숭고한 사랑을 오래도록 기념하고자 했다. 먼저 간 남편을 위해 아내의 머리카락으로 만든 한 켤레 미투리 모양을 이 다리 모습에 담았다. 그들의 아름답고 애절한 사랑을 영원히 이어주고자 오늘 우리는 이 다리를 만들고 그 위에 올라 그들의 숭고한 사랑의 달빛을 우리 의 사랑과 꿈으로 승화시키고자 한다.
대표번호 054-821-0649 
주소 안동시 상아동, 성곡동 일원 
구분 안동시내코스
주차여부 유

"
안동시내코스 낙강물길공원,"안동댐 수력발전소 입구 좌측에 위치한 낙강물길공원(구 안동폭포공원)은 주변 수자원 환경과 어울리는 숲길과 정원을 조성하여 탐방객들에게 편안한 휴식과 힐링공간을 제공을 목적으로 조성되었습니다. 안동 도심 인근에 위치하고 있어 접근성이 좋습니다. 작은 연못을 끼고 메타세쿼이아와 전나무가 자라고 연못 위의 돌다리, 오솔길이 어우러져 이국적인 풍경을 자아냅니다. 나무 아래 곳곳의 벤치가 있어 안동시민은 물론 여행객들로 사랑 받는 휴식처입니다. 또한, 안동댐가지 에두른 산책로와 월영공원까지 이어지는 수변데크가 있어 평상시 산책코스로도 안성맞춤입니다.
주소 안동시 상아동 423 
구분 안동시내코스

"
안동시내코스 안동공예문화전시관,"안동공예문화전시관은 안동의 도자기, 염색, 목공예, 금속, 칼라믹스, 한지 공예 작가들의 공예품만을
전시ㆍ판매하며 공예체험을 할 수 있는 문화공간입니다.

안동공예문화전시관
1층: 생활공예품 전시ㆍ판매장, 체험장
2층: 공방(5개), 휴게실
망뎅이가마 체험관
공방(2개)

안동공예문화전시관 별관
1층 : 공방(4개)
2층 : 안동자연색문화체험관

문의처
Tel. 054) 843-5531
Fax. 054) 843-5532
대표번호 054-843-5531 
주소 안동시 석주로 245 
구분 안동시내코스
요금 무료관람
이용시간 09:00~18:00
주차여부 유
웹사이트 http://www.acehall.co.kr

"
안동시내코스 유교랜드,"안동시 성곡동 문화관광단지에 위치한 유교랜드는 한국 정신문화의 뿌리인 유교문화를 스토리텔링화한 테마파크형 전시체험센터로서 2013년 6월 1일 개장했다. 특히, 안동문화관광단지의 핵심시설로서 유치원, 초·중·고교 학생 단체와 가족 단위 관광객들이 체험과 놀이를 통해 즐기면서 자유롭게 배우는 에듀테인먼트(교육+놀이)형태의 시설로서 어려운 유교를 쉽고 재미있게 이해할 수 있도록 하였다.
건물은 총 지하 2층, 지상 3층이다. 지하 2층은 준비실, 원형무대 하부로 이루어져 있고 지하 1층은 로비, 기획전시실, 원형무대, 연습실, 모자휴게실, 기계실, 전시실로 이루어져 있다. 지상 1층은 세미나실, 수장고, 사무실, 어린이 체험실로 이루어져 있고 지상 2층은 선비정원, 대동마을, 소년선비촌, 청년선비촌, 중년선비촌으로 이루어져 있으며 지상 3층은 참선비촌, 노년선비촌, 원형입체영상관, 전망대, 카페테리아로 구성되어 있다. 전시·체험 공간은 타임터널, 유교이야기, 유교정원으로 이루어진 ‘16세기 안동 가는 길’을 지나 대동마을 사람들로 꾸며진 제1관 ‘대동마을’에 도착한다. 대동마을을 지나면 선비탄생, 뿌리찾기, 심청이를 보내며, 소년 선비되기, 성인통과의례의 소주제로 이루어진 제2관 ‘소년선비촌’에 이르고 그 뒤 선비의 혼례, 선비수업, 입문/출사로 이루어진 제3관 ‘청년선비촌’을 관람 할 수 있다. 3관을 지나면 진주성을 사수하라! 와 조선, 선비가 다스린 나라로 이루어진 제4관 ‘중년선비촌’에 도착한다. 4관을 지나면 건물 2층 관람은 끝이 나며 이후 3층으로 이동한다. 3층에서는 제5관 ‘노년선비촌(예로써 다스리다, 향촌생활, 풍류!자연에 젖다.)’, 제6관 ‘참선비촌(선비의 길, 이승의 다리를 건너서. 선비의 죽음, 가문세우기, 묘갈/신도비 명)’을 관람 할 수 있다. 이처럼 2층에서 3층으로 이어지는 전시·체험 공간은 인간의 탄생부터 죽음에 이르는 시간을 유교문화에 녹여내어 청소년 및 어린이 관람객들에게 흥미를 유발 하고 보다 쉽게 이해 할 수 있도록 구성되었다.
유교랜드는 현대의 복잡한 세상에서 타임터널을 통해 도착한 과거 16세기 안동 대동마을, 선비의 성장과 삶의 일생을 소년, 청년, 중년, 노년, 참 선비촌의 6개관을 체험하며 관람객 스스로가 유교를 배우며 알아가는 전시체험관이다.
대표번호 054-820-8800 
주소 안동시 관광단지로 346-30 
구분 안동시내코스
요금 일반9,000원, 청소년8,000원, 어린이7,000원 등
이용시간 10:00~18:00
주차여부 유
웹사이트 https://www.confucianland.com

"
